sentence,label
"In addition, Agilent will explore carbon-offset programs as opportunities to further reduce the company's carbon footprint.",0
"Over the past five years, we have continued to invest in growth and development for all employees.",3
"Another is racial equity; in the United States, we have committed to at least double the amount we purchase from Black-owned businesses over the next three years.",5
We donated the structure and are helping to finance the cost of its relocation.,5
APACHE 2017 SUSTAINABILITY REPORT Investing in our people: Apache’s employees are our greatest asset.,3
"From program inception through September 2005, Florida: A Healthy State generated $139.5 million in savings and program investments and provided access to previously unavailable healthcare resources to over 180,000 Medicaid beneficiaries with chronic conditions.",5
"Increasing waste per unit in our distribution centers, which represents 27 percent of our index 3.",2
Emissions factors were sourced from the following reports and organizations: EPA Center for Corporate Climate Leadership GHG Emission Factors Hub; U.S.,0
"Cybersecurity is part of our DNA, whether protecting our own IP, maintaining the security and privacy of our partners’ and employees’ data, or helping our customers design protections into their systems and software.",4
"Autonomous vehicles includes self-driving systems development and vehicle integration, autonomous vehicle research and advanced engineering, autonomous vehicle transportation-as-a-service network development, user experience, and business strategy and business development teams.",8
"Supporting Statement: As long-term shareholders of SBC Communications, we support policies that apply transparency and accountability to corporate political giving.",7
"Food safety regulators make clear that the safety of food canning processes remains paramount, and are not recommending to manufacturers any specific changes or actions in can lining applications in the interim, including those using BPA.",4
